id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept,IsFranchise
3cc4315d246,3290804000,L & D EXCAVATING,SUNBURY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1999-10-22,2000,4,1.0,0,4,1,1,Y,N,1999-11-30,10000.0,$0.00 ,1,No
deb44792287,1166335001,VALLEY VILLA CUSTARD INC,CHESTERLAND,OH,CITIZENS BANK NATL ASSOC,RI,2005-01-21,2005,10,1.0,0,10,1,2,Y,N,2005-08-31,11643.0,$0.00 ,0,No
a0a43e9812a,1442523004,SBA/STANLEY'S MARKET,TOLEDO,OH,,,1982-10-25,1983,16,1.0,0,0,0,0,N,N,1983-08-10,120000.0,$0.00 ,1,No
45a3f8132e6,3399524003,CHIROPRACTIC AND SPINAL REHABI,GARFIELD HEIGHTS,OH,FIFTH THIRD BANK,OH,1999-11-19,2000,2,2.0,2,2,1,1,N,N,2001-01-31,50000.0,$0.00 ,1,No
4094c2dcc0f,3214844010,"LOU'S SMOKEHOUSE PRDCTNS, INC.",STRONGSVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,1999-09-29,1999,2,1.0,0,0,1,1,N,Y,2000-02-29,150000.0,$0.00 ,1,No
680c9564eab,3554963000,"VILLAGE PHARMACY, INC",BALTIMORE,OH,COMMUNITY CAP. DEVEL CORP,OH,1989-10-17,1990,8,1.0,4,4,1,0,N,N,1990-05-16,97000.0,$0.00 ,1,No
bcc0cdc55c4,4547653008,SIEGEL ROOFING &SHEET METAL CO,ST BERNARD,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,1991-08-08,1991,14,1.0,2,0,1,0,N,N,1991-10-16,42000.0,$0.00 ,1,No
0477883d49d,4151064008,FITZWATER TRUCKING,WEST MANCHESTER,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2000-12-22,2001,1,1.0,0,1,1,1,Y,N,2001-01-31,43500.0,$0.00 ,1,No
b2e6e42c524,1628055006,US Sign Works Inc.,SPRINGBORO,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2006-01-24,2006,2,2.0,1,3,0,2,Y,N,2006-02-28,56188.0,$0.00 ,1,No
bd6fd2c5f98,5702333001,"VALVE RELATED CONTROLS, INC.",LOVELAND,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,1993-05-27,1993,7,1.0,11,0,1,0,N,N,1993-08-14,235000.0,$0.00 ,1,No
b68b38427d8,7485843003,"DIMENSIONAL METALS, INC.",GAHANNA,OH,THE HUNTINGTON NATIONAL BANK,OH,1994-08-18,1994,18,1.0,0,0,1,0,N,N,1995-01-31,100000.0,$0.00 ,1,No
65ea1529e5a,1523315005,"Dandrea,, LLC",COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,OH,2005-11-01,2006,0,2.0,9,9,0,1,Y,N,2005-12-31,79000.0,$0.00 ,1,No
3b44f93f0ca,9893673009,AUTO-TECH COLLISION CENTER,FREMONT,OH,THE HUNTINGTON NATIONAL BANK,OH,1997-01-14,1997,1,2.0,0,0,1,0,N,Y,1997-03-31,88800.0,$0.00 ,1,No
0d179948e12,6687154008,AMERICAN METAL RECYCLING INC,NORTH ROYALTON,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2003-09-15,2003,12,1.0,0,12,1,1,Y,N,2003-09-30,35075.0,$0.00 ,1,No
dee3b690f83,9843963004,THE REGAL BEAGLE,ADA,OH,U.S. BANK NATIONAL ASSOCIATION,OH,1996-12-16,1997,8,1.0,0,0,1,0,N,N,1997-02-28,112500.0,$0.00 ,1,No
36b44d2dbcc,3645585002,GOLDEN OPPORTUNITIES LANCASTER,LANCASTER,OH,THE CITIZENS SAVINGS BANK,OH,2009-09-21,2009,1,1.0,50,1,0,1,N,N,2010-01-01,856700.0,$0.00 ,1,No
c41279c9dcb,9201743006,"IMPACT INDUSTRIES, INC.",NORTH RIDGEVILLE,OH,GROWTH CAPITAL CORP.,OH,1996-04-17,1996,35,1.0,7,0,1,0,N,N,1996-08-14,247000.0,$0.00 ,1,No
0a82bf0f141,2747516006,DIT REAL ESTATE LLC,WESTERVILLE,OH,"FIRSTMERIT BANK, N.A.",OH,2007-04-06,2007,20,1.0,0,20,1,1,N,N,2007-06-30,313700.0,$0.00 ,0,No
cc60d46db3b,2495455008,"Value Fitness, LLC",Concord,OH,THE HUNTINGTON NATIONAL BANK,OH,2007-06-05,2007,0,2.0,5,5,0,1,Y,N,2007-07-31,459012.0,$0.00 ,1,No
ce84300787e,5689264005,JAMIESON DOUGLAS INC,BRECKSVILLE,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2002-09-13,2002,2,2.0,2,0,1,1,N,N,2002-11-30,103000.0,$0.00 ,1,No
3105792a9b8,5924944009,CAPTAIN TONY'S PIZZA,CLEVELAND,OH,FIFTH THIRD BANK,OH,2002-12-06,2003,10,1.0,0,0,1,1,N,N,2003-01-31,125000.0,$0.00 ,1,No
03c1293985f,9417493002,BLOCK HEARING CENTER,MARIETTA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1996-07-24,1996,2,1.0,0,0,1,0,N,Y,1996-07-31,27000.0,$0.00 ,1,No
d18fad5f9d9,1673735008,"Expert Gasket & Seal, LLC",Macedonia,OH,"FIRSTMERIT BANK, N.A.",OH,2006-02-22,2006,4,2.0,0,4,0,1,Y,N,2006-03-31,219086.0,$0.00 ,1,No
4bad9d0937d,8988674003,SOUTH METRO ICE INC,CENTERVILLE,OH,COMMUNITY CAP. DEVEL CORP,OH,2005-07-15,2005,1,2.0,15,0,1,1,N,N,2005-11-16,524000.0,$0.00 ,1,No
3fc6a78231d,6276994008,GOOD FEET STORE,BOARDMAN,OH,THE HUNTINGTON NATIONAL BANK,OH,2003-04-28,2003,4,2.0,0,0,1,1,N,Y,2003-07-31,96000.0,$0.00 ,1,No
5a96ee30bed,8562494000,ELBOW ROOM,FAIRFIELD,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2005-02-02,2005,4,1.0,0,4,1,1,Y,N,2005-03-31,17819.0,$0.00 ,0,No
f9c70b8b016,6056633007,"J.E.S. FOODS, INC.",CLEVELAND,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1993-11-16,1994,20,1.0,0,0,1,0,N,N,1994-01-31,89500.0,$0.00 ,1,No
02fcc48a649,9442893006,"PANDA CARE, INC.",WEST CHESTER,OH,FIRST FINAN BANK NATL ASSOC,OH,1996-08-07,1996,25,2.0,0,0,1,0,N,Y,1997-04-30,100000.0,$0.00 ,1,No
1b5948bf96b,3227863008,"WARREN MUSIC CENTER, INC., THE",WARREN,OH,WAKARUSA VALLEY DEVELOPMENT IN,KS,1988-05-06,1988,27,1.0,14,13,0,0,N,N,1988-11-16,208000.0,$0.00 ,1,No
88e1d49aca1,6170573006,"MILLER MINING, INC.",SUGARCREEK,OH,THE HUNTINGTON NATIONAL BANK,WV,1994-01-20,1994,84,1.0,0,0,1,0,N,N,1994-01-31,1000000.0,$0.00 ,1,No
64396cb03e2,6087963004,"MYERS POURED CONCRETE WALLS, I",SPRINGBORO,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1993-12-02,1994,100,1.0,0,0,1,0,N,N,1994-01-31,575000.0,$0.00 ,1,No
85c60d52495,2845885009,Game Godz Entertainment Inc.,Strongsville,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,2007-12-05,2008,4,2.0,0,4,0,1,Y,N,2008-02-29,16454.0,$0.00 ,0,No
b1eef5bfbcd,2279705006,REMAX PROFESSIONALS,TROY,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2007-02-15,2007,1,1.0,0,1,0,2,Y,N,2007-02-28,117733.0,$0.00 ,1,No
013b8404ae5,8112173005,"RAITZ SERVICES, INC.",GOSHEN,OH,FIFTH THIRD BANK,OH,1995-02-23,1995,5,1.0,0,0,1,0,,N,1995-04-30,191946.0,$0.00 ,1,No
cc356d90cdb,7282894003,M & M MOTORS,COLUMBUS,OH,CAPITAL ONE NATL ASSOC,VA,2004-03-19,2004,4,1.0,0,4,1,1,N,N,2004-04-30,50000.0,$0.00 ,0,No
fb70e32d9fa,1964305008,SUMMIT AEROSPACE PRODUCTS CORP,NORTHFIELD,OH,CITIZENS BANK NATL ASSOC,RI,2006-08-10,2006,1,2.0,0,1,0,1,Y,N,2006-08-31,190000.0,$0.00 ,0,No
9a9aa9213af,5044864000,BUSINESS SMARTS,AKRON,OH,"FIRSTMERIT BANK, N.A.",OH,2001-11-14,2002,4,1.0,0,4,1,1,Y,N,,201220.0,$0.00 ,1,No
96030f83a8d,4962514005,POMEGRANATE HEALTH SYSTEMS,CAMBRIDGE,OH,OHIO STATEWIDE DEVEL CORP,OH,2001-10-03,2002,40,2.0,25,15,1,2,N,N,2002-05-15,811000.0,$0.00 ,1,No
6742a6edff6,1791135006,Michael A. Pareso II dba Profe,Steubenville,OH,"BUSINESS LOAN CENTER, LLC",FL,2006-04-27,2006,1,1.0,0,1,0,1,N,N,2006-05-31,35000.0,$0.00 ,0,No
13f6107d756,6259364005,ACTION CONCRETE CUTTING & DEMO,MARIETTA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2003-04-18,2003,2,1.0,2,4,1,2,N,N,2003-07-31,65000.0,$0.00 ,0,No
e072c95f719,2444774003,VILLAGE DRIVE-THRU,FRANKLIN,OH,FIRST FINAN BANK NATL ASSOC,OH,1998-11-05,1999,2,2.0,0,0,1,0,N,Y,2001-04-30,110000.0,$0.00 ,1,No
f2ba1f2814f,9083184009,SKYLINE MARKETING COMMUNICATIO,CLEVELAND,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2005-09-02,2005,29,1.0,0,29,1,1,Y,N,2005-09-30,204000.0,$0.00 ,1,No
16dda5ac387,7470134006,A 2 Z MOBILE HOME SERVICES LLC,PLAIN CITY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2004-05-26,2004,15,1.0,0,15,1,1,Y,N,2004-06-30,162096.0,$0.00 ,1,No
a7cda67daec,2831495009,CELLULAR TECHNOLOGY LIMITED,BEACHWOOD,OH,CITIZENS BANK NATL ASSOC,RI,2007-11-27,2008,51,1.0,0,51,0,1,Y,N,2007-12-31,77586.0,$0.00 ,1,No
87beae5a28b,4352673003,HILLSBORO FARM & LAWN,HILLSBORO,OH,MERCHANTS NATIONAL BANK,OH,1991-01-24,1991,4,1.0,0,0,1,0,N,N,1991-04-30,145000.0,$0.00 ,1,No
c9d6ac4b84a,9297173005,"DRESDEN SPECIALTIES, INC.",DRESDEN,OH,THE HUNTINGTON NATIONAL BANK,OH,1996-05-22,1996,8,1.0,0,0,1,0,N,N,1996-09-30,124058.0,$0.00 ,1,No
d6f21d00d4f,1624595007,"BONITA BEAD BOUTIQUE, LLC",TOLEDO,OH,CITIZENS BANK NATL ASSOC,RI,2006-01-20,2006,2,2.0,1,3,0,2,Y,N,2006-02-28,2276.0,$0.00 ,0,No
23fc1593bc6,1085684003,"ACCESS SOLUTIONS, INC.",AKRON,OH,"FIRSTMERIT BANK, N.A.",OH,1997-04-01,1997,2,2.0,0,0,1,0,N,Y,1997-05-31,50000.0,$0.00 ,1,No
5f5f8aae166,1420834009,GREENHOUSE MINIATURE SHOP,SYLVANIA,OH,THE HUNTINGTON NATIONAL BANK,OH,1997-07-17,1997,3,1.0,0,0,1,0,N,Y,1997-08-31,54500.0,$0.00 ,1,No
f3acebfefad,9364923006,MIANISBURG MEAT MARKET,MIAMISBURG,OH,KEYBANK NATIONAL ASSOCIATION,OH,1996-06-25,1996,19,1.0,0,0,1,0,N,N,1996-07-31,36000.0,$0.00 ,1,No
69f5f204bb9,1320205007,"Buckeye Orthopedic Design, Inc",DAYTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2005-05-31,2005,3,2.0,0,3,1,1,N,N,2005-06-30,51800.0,$0.00 ,1,No
02d487f3a82,4403673004,"CLEVELAND PRECISION INDS., INC",WILLOWICK,OH,LAKE CNTY SMALL BUS. CORP,OH,1991-03-15,1991,33,1.0,12,21,1,0,N,N,1991-06-12,363000.0,$0.00 ,1,No
fa86c9c0159,2476614006,LASER WEB,FAIRFIELD,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1998-11-13,1999,6,1.0,6,0,1,0,N,N,1999-01-31,150000.0,$0.00 ,1,No
4e8734412c3,6149174006,KOMAL INC,CUYAHOGA HEIGHTS,OH,THE HUNTINGTON NATIONAL BANK,OH,2003-03-05,2003,1,1.0,0,2,1,1,N,N,2003-04-30,326000.0,$0.00 ,1,No
ede0a68d6df,1502734007,T & S CARRYOUT INC.,LAFAYETTE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1997-08-22,1997,5,1.0,0,0,1,0,N,N,1997-11-30,80000.0,$0.00 ,1,No
3be174c5f5d,6281053006,ACE SPECIAL T-SHIRTS & GIFTS,TREMONT CITY,OH,SECURITY NATL BANK A DIVISION,OH,1994-03-02,1994,22,1.0,0,0,1,0,N,N,1994-04-30,80092.0,$0.00 ,1,No
5c3213b21fc,9451103005,"MICHAEL D. SCHAMP, D.D.S., INC",MILFORD,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,1996-08-12,1996,15,1.0,2,0,1,0,N,N,1997-02-12,193000.0,$0.00 ,1,No
3af375c53b5,3437443009,DAN'S GUN STORE,COLUMBUS,OH,COMMUNITY CAP. DEVEL CORP,OH,1989-05-08,1989,5,1.0,3,2,0,0,N,N,1990-03-14,77000.0,$0.00 ,1,No
e72b846e440,3124065004,Mark E Williams dba William Wo,Pandora,OH,THE HUNTINGTON NATIONAL BANK,OH,2008-06-12,2008,0,1.0,0,0,0,2,N,N,2008-06-30,25000.0,$0.00 ,1,No
38d94bc31ae,4434704010,SPIKER INDUSTRIAL SERVICES LTD,BRIMFIELD,OH,THE HUNTINGTON NATIONAL BANK,OH,2001-04-11,2001,8,2.0,8,8,1,1,Y,N,2001-05-31,150000.0,$0.00 ,1,No
d81c1b653c2,2530405000,"Sauls, Robert",COLUMBUS,OH,BBCN BANK,CA,2007-06-21,2007,2,1.0,2,2,0,1,N,N,2007-11-30,20000.0,$0.00 ,0,No
03126f47b9b,2823726002,CUNNINGHAM FUNERAL SERVICES LL,CINCINNATI,OH,THE HUNTINGTON NATIONAL BANK,OH,2007-06-01,2007,3,2.0,3,3,1,1,N,N,2007-10-31,260000.0,$0.00 ,1,No
f1430dda4e0,8182424010,DELAWARE INDUSTRIES INC,STOW,OH,CITIZENS BANK NATL ASSOC,RI,2004-11-26,2005,4,1.0,0,4,1,1,Y,N,2004-12-31,180193.0,$0.00 ,1,No
722355175ab,2761686007,A METALCRAFT ASSOCIATES INC,BOTKINS,OH,COMMUNITY CAP. DEVEL CORP,OH,2007-04-18,2007,11,1.0,0,1,1,2,N,N,2008-01-16,108000.0,$0.00 ,1,No
703ebf0743c,5513973006,DBA: THE DINER AT 11700,CINCINNATI,OH,FIFTH THIRD BANK,OH,1993-02-08,1993,15,2.0,0,0,1,0,N,N,1993-07-31,153000.0,$0.00 ,1,No
ee1ac7147b4,8371583004,CORNER MARKET,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1995-05-25,1995,2,2.0,0,0,1,0,Y,N,1995-07-31,10000.0,$0.00 ,1,No
b88e7d22a94,2556375002,"La Famosa, LLC",Hilliard,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,2007-07-06,2007,9,1.0,7,2,0,1,Y,N,2007-08-31,38019.0,$0.00 ,0,No
6c8dd1b23f7,8071954002,MODERN DATA LLC,MAUMEE,OH,CITIZENS BANK NATL ASSOC,RI,2004-11-08,2005,3,1.0,1,4,1,2,Y,N,2004-12-31,158052.0,$0.00 ,1,No
8fad715e821,5416504010,DAIRY QUEEN,VAN WERT,OH,WELLS FARGO BANK NATL ASSOC,SD,2002-05-23,2002,1,1.0,25,1,21780,1,N,N,2002-08-31,185559.0,$0.00 ,1,Sí
6664a2a4117,1753834007,"LIMA LUMBER COMPANY, INC.",LIMA,OH,THE HUNTINGTON NATIONAL BANK,OH,1997-12-22,1998,24,1.0,0,0,1,0,N,N,1998-03-31,415000.0,$0.00 ,1,No
a0477c4a39b,3251415005,Raffels Catering Inc,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2008-10-28,2009,10,1.0,0,10,0,1,Y,N,2008-11-30,138006.0,$0.00 ,1,No
cf8c7f7eee6,2455795000,"WILLIE'S CRANE SERVICE, LLC",POWELL,OH,CAPITAL ONE NATL ASSOC,VA,2007-05-15,2007,3,1.0,0,3,0,2,N,N,2007-05-31,75000.0,$0.00 ,1,No
935e4e5d274,3014285010,Vision Construction Of Findlay,FINDLAY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2008-03-24,2008,4,1.0,0,4,0,2,Y,N,2008-03-31,25000.0,$0.00 ,1,No
309d3c93a0f,7040524005,KENYON'S STAINED GLASS FACTORY,GROVE CITY,OH,COMMUNITY CAP. DEVEL CORP,OH,2003-12-17,2004,64,1.0,21,43,1,1,N,N,2005-04-13,701000.0,$0.00 ,1,No
5c3a1918fff,1141434004,"CAPITOL CITY TRAILERS, INC.",GROVE CITY,OH,THE HUNTINGTON NATIONAL BANK,OH,1997-04-17,1997,45,1.0,0,0,1,0,N,N,1998-07-31,995000.0,$0.00 ,1,No
afeffd1991b,2782554010,THE TIMEKEEPER,FINDLAY,OH,FIRST FED. BK OF MIDWEST,OH,1999-02-16,1999,1,2.0,0,0,1,0,N,Y,1999-03-31,30000.0,$0.00 ,1,No
27c74544e96,3357385007,AMARETTO FAST FREIGHT INC,CLEVELAND,OH,CITIZENS BANK NATL ASSOC,RI,2009-03-30,2009,1,1.0,0,1,0,1,N,N,2009-04-30,18000.0,$0.00 ,0,No
127e7bc77b8,1055495000,"G & R AUTO CARE, INC.",CUYAHOGA FALLS,OH,CAPITAL ONE NATL ASSOC,VA,2004-09-08,2004,5,1.0,0,0,1,1,N,N,2004-10-31,50000.0,$0.00 ,1,No
d0892bebc35,1699934000,HORNER CONSTRUCTION CO INC.,HURON,OH,KEYBANK NATIONAL ASSOCIATION,OH,1997-11-24,1998,14,1.0,0,0,1,0,Y,N,1998-06-30,50000.0,$0.00 ,1,No
8bd3dd69b08,1319835000,AJS Project Inc.,Olmstead Falls,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,2005-05-31,2005,1,2.0,0,1,50564,1,N,N,2005-07-31,125000.0,$0.00 ,1,Sí
aec7e62da69,5998664000,STEVEN SLUSARSKI ASSOCIATES IN,MAUMEE,OH,CAPITAL ONE NATL ASSOC,VA,2003-01-08,2003,2,1.0,0,2,1,2,N,N,2003-03-31,50000.0,$0.00 ,0,No
f47c8441290,7795703002,"MUSCLE & FITNESS, INC.",CHARDON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1994-11-15,1995,2,1.0,0,0,1,0,N,Y,1995-01-31,50000.0,$0.00 ,1,No
b0d8c490dca,1527855000,Those Guys LLC,BAY VILLAGE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2005-11-03,2006,1,2.0,2,2,0,1,Y,N,2005-12-31,33400.0,$0.00 ,0,No
b48ca83fb15,1616154008,"GROVE CITY AUTOMOTIVE, INC.",GROVE CITY,OH,HEARTLAND BANK,OH,1997-10-14,1998,3,2.0,0,0,1,0,N,Y,1998-01-31,90000.0,$0.00 ,1,No
eec7c05e000,1699225006,ADVANTAGE METALS COMPANY,HUDSON,OH,CITIZENS BANK NATL ASSOC,RI,2006-03-08,2006,2,2.0,0,2,0,1,Y,N,2006-03-31,115000.0,$0.00 ,1,No
940aee9a940,1601305009,Michael Poirier,MILFORD,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2006-01-03,2006,1,1.0,3,4,0,2,Y,N,2006-01-31,41069.0,$0.00 ,0,No
462b1fa00e8,8720513004,SHERRY GORDON SALON,WARREN,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1995-10-19,1996,3,1.0,0,0,1,0,N,Y,1996-01-31,12500.0,$0.00 ,1,No
6dd2e01bcd8,9373413008,"ASHDOWN, ASHDOWN & ASSOC., INC",EUCLID,OH,U.S. BANK NATIONAL ASSOCIATION,OH,1996-06-27,1996,5,1.0,0,0,1,0,N,Y,1996-07-31,50000.0,$0.00 ,1,No
bb0a4dcdb08,3338813007,ULTRA DRY CLEANERS,WADSWORTH,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,1988-11-18,1989,2,2.0,0,0,0,0,N,N,1989-04-30,70000.0,$0.00 ,1,No
d1d4c2a6eb4,7050953002,SUNDRY STORE,PORTSMOUTH,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1994-06-06,1994,16,1.0,0,0,1,0,N,N,1995-01-31,527500.0,$0.00 ,1,No
a892e4da54e,3198645004,Advance Wire Forming Inc,CLEVELAND,OH,CITIZENS BANK NATL ASSOC,RI,2008-08-27,2008,10,1.0,0,10,0,1,N,N,2008-09-30,250000.0,$0.00 ,1,No
94028aecc97,3232534004,RADIO SHACK,HICKSVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",IN,1999-10-06,2000,1,2.0,0,0,68150,2,N,Y,1999-11-30,54400.0,$0.00 ,1,Sí
da6f1a5f719,1730095003,"JOBEAV ENTERPRISES, INC.",BROADVIEW HEIGHTS,OH,CITIZENS BANK NATL ASSOC,RI,2006-03-24,2006,3,1.0,0,3,0,1,N,N,2006-06-30,3027.0,$0.00 ,0,No
87054bc20dc,7212014002,PHYSICIANS HEALTH SOURCE INC,CINCINNATI,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,2004-02-25,2004,25,1.0,8,0,1,1,N,N,2004-12-15,399000.0,$0.00 ,1,No
4c054ac5fa1,3258272004,SBA/D&J ROGERS(HOME APPLIANCE),AKRON,OH,AKRON SMALL BUSINESS,OH,1982-02-17,1982,2,2.0,0,0,0,0,N,N,1982-08-04,55000.0,$0.00 ,1,No
ed9d4b70dd8,1140265006,"Baraka Enterprises, LTD.",YOUNGSTOWN,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2004-12-27,2005,1,1.0,0,0,1,1,N,N,2004-12-31,14900.0,$0.00 ,1,No
2550f17254d,3179586000,OWENS CORNING BASEMENT SYSTEMS,FINDLAY,OH,FIRST FED. BK OF MIDWEST,OH,2008-02-29,2008,11,1.0,0,11,1,2,N,N,2008-03-31,211318.0,$0.00 ,1,No
8792cd4cb98,4187853004,THE POSTAL MALL,COLUMBUS,OH,KEYBANK NATIONAL ASSOCIATION,OH,1990-07-25,1990,2,1.0,0,0,1,0,N,N,1990-10-31,50000.0,$0.00 ,1,No
40c3884ee5b,1192745010,BOURQUE CORP. DBA COMFORT KEEP,BRECKSVILLE,OH,CITIZENS BANK NATL ASSOC,RI,2005-02-11,2005,85,1.0,0,85,1,1,Y,N,2005-03-31,88979.0,$0.00 ,1,No
dfcd10cb8d8,2041445000,"S & G Trucking, L.L.C.",Willoughby,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,2006-09-27,2006,2,2.0,1,2,0,1,N,N,2006-11-30,58000.0,$0.00 ,1,No
46209de1fae,1811305007,Leanne Holmes dba The Law Offi,Columbus,OH,KEYBANK NATIONAL ASSOCIATION,OH,2006-05-10,2006,1,2.0,0,1,0,1,Y,N,2006-05-31,58305.0,$0.00 ,1,No
484bfef0400,3165845009,"Go-Troupe, LLC.",Grove City,OH,THE HUNTINGTON NATIONAL BANK,OH,2008-07-24,2008,0,1.0,0,0,0,1,Y,N,2008-08-31,32577.0,$0.00 ,1,No
1703738b214,4886553007,TEL-DUCT CORP,LOGAN,OH,THE CITIZENS BANK OF LOGAN,OH,1992-06-16,1992,33,1.0,0,0,1,0,N,N,1995-10-31,200000.0,$0.00 ,1,No
f235fb664d9,9520433004,TOWNSEND ROOFING,NORTH CANTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1996-09-06,1996,7,1.0,0,0,1,0,N,N,1997-01-31,30000.0,$0.00 ,1,No
fa525c4445f,6382034006,"GLENN MEDICAL SYSTEMS, INC.",CANTON,OH,THE HUNTINGTON NATIONAL BANK,OH,2003-06-05,2003,18,1.0,0,0,1,1,N,N,2004-07-31,720000.0,$0.00 ,1,No
b489ef71b2b,5594533004,"AMERICAN NAT'L FLEET SRVC, INC",VALLEY VIEW,OH,NATL BK & TR CO,OH,1993-03-19,1993,34,1.0,0,0,1,0,N,N,1993-04-30,115000.0,$0.00 ,1,No
763274d9897,8672564009,"L & L ICE CREAM, INC.",STREETSBORO,OH,FIRST NATL BK OF PENNSYLVANIA,PA,2005-03-04,2005,4,1.0,4,4,1,2,N,N,2005-03-31,100000.0,$0.00 ,1,No
fecb7c1c943,2280364001,LAXMI HOSPITALITY INC OF OHIO,URBANA,OH,WELLS FARGO BANK NATL ASSOC,SD,1998-08-25,1998,14,1.0,0,0,1,0,N,N,1998-09-30,715000.0,$0.00 ,1,No
fcbb0de7068,1766975009,JAMES BENNETT,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2006-04-14,2006,3,1.0,0,3,0,1,Y,N,2007-01-31,92076.0,$0.00 ,1,No
b28ad69534a,7028524002,MACHINE TOOL SOLUTIONS UNLIMIT,CINCINNATI,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,2003-12-12,2004,7,1.0,2,7,1,1,Y,N,2005-06-30,75000.0,$0.00 ,1,No
221573d4e6d,5031235007,ROLLANDA/MAGIC CASTLE,DAYTON,OH,FIRST FINAN BANK NATL ASSOC,OH,2012-01-10,2012,35,1.0,0,0,0,1,N,N,2012-01-10,150000.0,$0.00 ,1,No
e79ad0f6184,5732223004,HARRINGTON REPRODUCTIONS,CINCINNATI,OH,CINCINNATI LOCAL DEVEL CO,OH,1993-07-01,1993,11,1.0,4,0,1,0,N,N,1994-04-13,81000.0,$0.00 ,1,No
a9d8078de3f,6305524007,BOSTON PEARL LAUNDROMAT,BRUNSWICK,OH,BUCKEYE COMMUNITY BANK,OH,2003-05-09,2003,1,1.0,0,0,1,1,N,Y,2003-06-30,42000.0,$0.00 ,1,No
70af8bf5990,9736703001,"AMERICAN POWER SEAL, LLC",MAYFIELD HEIGHTS,OH,"FIRSTMERIT BANK, N.A.",OH,1996-11-07,1997,1,2.0,0,0,1,0,N,Y,1998-05-31,100000.0,$0.00 ,1,No
5686dcc73d8,1195825005,DAVID L. RELIFORD  dba  MANAGE,MASSILLON,OH,CITIZENS BANK NATL ASSOC,RI,2005-02-15,2005,4,1.0,0,4,1,1,Y,N,2005-03-31,193895.0,$0.00 ,1,No
b2f2849d765,7509524003,MITCHELL'S MASONRY,BROOKLYN,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2004-06-09,2004,3,1.0,0,3,1,1,Y,N,2004-07-31,54288.0,$0.00 ,1,No
6ec282c0967,3191435008,"DogDays, LLC",NORTH OLMSTED,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2008-08-19,2008,0,1.0,6,0,0,1,Y,N,2008-12-31,104532.0,$0.00 ,1,No
b0458310c40,6797784010,"THE LOFT VIOLIN SHOP, INC.",COLUMBUS,OH,THE HUNTINGTON NATIONAL BANK,OH,2003-10-16,2004,12,1.0,0,0,1,1,N,N,2003-12-31,990000.0,$0.00 ,1,No
719c1e0276a,4438483006,INDUSTRIAL BATTERY SUPPLY,COLUMBUS,OH,THE PARK NATIONAL BANK,OH,1991-04-25,1991,10,1.0,0,0,1,0,N,N,1991-07-31,70000.0,$0.00 ,1,No
